KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記
316,ハゼ科,Gobiidae,シボリイソハゼ,Eviota korechika Shibukawa & Suzuki 2005,"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島
",Shiboriisohaze
316,ハゼ科,Gobiidae,フタボシイソハゼ,Eviota lachdeberei Giltay 1933,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島
",Futaboshiisohaze
316,ハゼ科,Gobiidae,ヤミイソハゼ,Eviota lacrimae Sunobe 1988,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Fujiwara et al (2019) Ichthyol Res doi:10.1007/s10228-019-00712-x，屋久島・奄美大島・母島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；藤原ほか（2022）Ichthy, Nat Hist Fish Jpn 17:88-94，喜界島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島
",Yamiisohaze
316,ハゼ科,Gobiidae,オビイソハゼ,Eviota latifasciata Jewett & Lachner 1983,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；赤池ほか（2021）Ichthy, Nat Hist Fish Jpn 13:18-35，沖永良部島
",Obiisohaze
316,ハゼ科,Gobiidae,アカイソハゼ,Eviota masudai Matsuura & Senou 2006,"
Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；本村ほか（2013）「硫黄島・竹島の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；出羽ほか（2022）Ichthy, Nat Hist Fish Jpn 27:15-31，大隅諸島黒島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Akaisohaze
316,ハゼ科,Gobiidae,アカホシイソハゼ,Eviota melasma Lachner & Karnella 1980,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；田中ほか（2020）神奈川県立博物館研究報告（自然科学）49:107-118，渡嘉敷島渡嘉志久湾；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島
",Akahoshiisohaze
316,ハゼ科,Gobiidae,和名なし,Eviota nebulosa Smith 1958,"
Greenfield & Randall (2016) J Ocean Sci Found 20:25-75，diagnosis
",
316,ハゼ科,Gobiidae,コメツブイソハゼ,Eviota nigramembrana Greenfield & Suzuki 2013,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島
",Kometsubuisohaze
316,ハゼ科,Gobiidae,ナデシコイソハゼ,Eviota nigrispina Greenfield & Suzuki 2010,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島
",Nadeshikoisohaze
316,ハゼ科,Gobiidae,ソメワケイソハゼ,Eviota nigriventris Giltay 1933,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島
",Somewakeisohaze
316,ハゼ科,Gobiidae,キジムナーイソハゼ,"Eviota occasa Greenfield, Winterbottom & Suzuki 2014","
Greenfield et al (2014) J Ocean Sci Found 10:11-19，西表島，沖縄島，奄美大島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Kijimunaisohaze
316,ハゼ科,Gobiidae,ウラウチイソハゼ,Eviota ocellifer Shibukawa & Suzuki 2005,,Urauchiisohaze
316,ハゼ科,Gobiidae,ニセクロスジイソハゼ,"Eviota oculineata Tornabene, Greenfield & Erdmann 2021","
Greenfield & Randall (2016) J Ocean Sci Found 20:25-75，diagnosis；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Tornabene et al (2021) ZooKeys 1057:149-184，ソロモン諸島・ニューギニア（分布域：日本・インドネシア・ソロモン諸島・ニューギニア・オーストラリア北東部・フィジー），国内では本種はEviota cometa Jewett & Lachner 1983とされていたが，E. cometaはフィジー・トンガの固有種
",Nisekurosujiisohaze
316,ハゼ科,Gobiidae,オモナガフタボシイソハゼ,Eviota partimacula Randall 2008,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島
",Omonagafutaboshiisohaze
316,ハゼ科,Gobiidae,コジカイソハゼ,Eviota pellucida Larson 1976,"
Greenfield & Suzuki (2012) Zootaxa 3197:55-62，琉球列島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島
",Kojikaisohaze
316,ハゼ科,Gobiidae,ホデリイソハゼ,"Eviota perspicilla Fujiwara, Suzuki & Motomura 2019","
Fujiwara et al (2019) Ichthyol Res doi:10.1007/s10228-019-00712-x，薩摩半島・甑島列島・種子島・奄美大島・加計呂麻島；藤原ほか（2020）Nat Kagoshima 46:569-572，笠沙；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Hoderiisohaze
316,ハゼ科,Gobiidae,ナンヨウミドリハゼ,Eviota prasina (Klunzinger 1871),"
本村ほか（2013）「硫黄島・竹島の魚類」；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；Fujiwara et al (2019) Ichthyol Res doi:10.1007/s10228-019-00712-x，南さつま市・枕崎市・屋久島・宇治群島・喜界島・沖永良部島・与論島；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島・黒島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Nan-yomidorihaze
316,ハゼ科,Gobiidae,アオイソハゼ,Eviota prasites Jordan & Seale 1906,"
Greenfield & Randall (2016) J Ocean Sci Found 20:25-75，diagnosis；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島
",Aoisohaze
316,ハゼ科,Gobiidae,ミツバイソハゼ,Eviota punctulata Jewett & Lachner 1983,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島
",Mitsubaisohaze
316,ハゼ科,Gobiidae,ホシヒレイソハゼ,Eviota queenslandica Whitley 1932,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Fujiwara et al (2019) Ichthyol Res doi:10.1007/s10228-019-00712-x，奄美大島・与論島・渡嘉敷島・石垣島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Hoshihireisohaze
316,ハゼ科,Gobiidae,ハナビイソハゼ,Eviota rubriguttata Greenfield & Suzuki 2011,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Hanabiisohaze
316,ハゼ科,Gobiidae,ザクロイソハゼ,"Eviota rubrimaculata Suzuki, Greenfield & Motomura 2015","
Suzuki et al (2015) Zootaxa 4007:399-408，与論島；本村ほか（2019）「奄美群島の魚類」
",Zakuroisohaze
316,ハゼ科,Gobiidae,ムスジイソハゼ,Eviota saipanensis Fowler 1945,"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；萩原（2022）横須賀市博物館資料集46:1-127，加計呂麻島
",Musujiisohaze
316,ハゼ科,Gobiidae,クロスジイソハゼ,Eviota sebreei Jordan & Seale 1906,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Kurosujiisohaze
316,ハゼ科,Gobiidae,アカバナイソハゼ,Eviota shibukawai Suzuki & Greenfield 2014,"
Suzuki & Greenfield (2014) J Ocean Sci Found 11:32-39，西表島
",Akabanaisohaze
316,ハゼ科,Gobiidae,ハナグロイソハゼ,Eviota shimadai Greenfield & Randall 2010,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島
",Hanaguroisohaze
316,ハゼ科,Gobiidae,クロホシイソハゼ,Eviota smaragdus Jordan & Seale 1906,"
Greenfield & Randall (2016) J Ocean Sci Found 20:25-75，diagnosis；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；萩原（2022）横須賀市博物館資料集46:1-127，加計呂麻島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Kurohoshiisohaze
316,ハゼ科,Gobiidae,和名なし,Eviota sp.,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島
",
316,ハゼ科,Gobiidae,クマドリイソハゼ,"Eviota specca Greenfield, Suzuki & Shibukawa 2014","
Greenfield et al (2014) Zootaxa 3774:481-488，八重山諸島鳩間島；Greenfield & Randall (2016) J Ocean Sci Found 20:25-75，diagnosis
",Kumadoriisohaze
316,ハゼ科,Gobiidae,キンホシイソハゼ,Eviota storthynx (Rofen 1959),"
岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；岩坪・本村（2017）「鹿児島湾の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；多留（2019）みちのくベントス3:39-44，伊豆半島；平嶋（2020）和歌山県立自然博物館だより38(2):8，和歌山県；赤池ほか（2021）Ichthy, Nat Hist Fish Jpn 13:18-35，沖永良部島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島，江仁屋離島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾
",Kinhoshiisohaze
316,ハゼ科,Gobiidae,シロイソハゼ,Eviota teresae Greenfield & Randall 2016,"
本村ほか（2013）「硫黄島・竹島の魚類」；Greenfield & Randall (2016) J Ocean Sci Found 20:25-75，Eviota guttata Lachner & Karnella 1978はインド洋の種でE. teresaeが太平洋の種；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；藤原ほか（2022）Ichthy, Nat Hist Fish Jpn 17:88-94，喜界島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；出羽ほか（2022）Ichthy, Nat Hist Fish Jpn 27:15-31，大隅諸島黒島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Shiroisohaze
316,ハゼ科,Gobiidae,ミドリハゼ,Eviota toshiyuki Greenfield & Randall 2010,"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；藤原ほか（2019）Nat Kagoshima 45:405-410，九州初記録（薩摩半島）；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；出羽ほか（2022）Ichthy, Nat Hist Fish Jpn 27:15-31，大隅諸島黒島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Midorihaze
316,ハゼ科,Gobiidae,オスジイソハゼ,Eviota zebrina Lachner & Karnella 1978,"
Greenfield & Randall (2016) J Ocean Sci Found 20:25-75，diagnosis
",Osujiisohaze
316,ハゼ科,Gobiidae,和名なし,Eviota zonura Jordan & Seale 1906,"
Greenfield & Randall (2016) J Ocean Sci Found 20:25-75，diagnosis
",
316,ハゼ科,Gobiidae,イトヒキインコハゼ,Exyrias akihito Allen & Randall 2005,,Itohikiinkohaze
316,ハゼ科,Gobiidae,オバケインコハゼ,Exyrias belissimus (Smith 1959),"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島
",Obakeinkohaze
316,ハゼ科,Gobiidae,インコハゼ,Exyrias puntang (Bleeker 1851),"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島
",Inkohaze
316,ハゼ科,Gobiidae,ヒメハゼ,Favonigobius gymnauchen (Bleeker 1860),"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；藤井（2009）佐賀自然史研究15:21-25，佐賀県伊万里市佐代川河口；荒尾・玉井（2011）豊橋市自然史博物館研報21:17-26，愛知県渥美半島沖；武内ほか（2011）近畿大学農学部紀要44:63-87，和歌山県；平嶋・丸山（2012）南紀生物54:24-30，和歌山県和歌川河口；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；辻（2013）南予生物17:1-13，愛媛県；大河ほか（2014）黒潮の資源海洋研究15:95-104，高知県；Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；辻（2015）徳島県立博物館研究報告25:1-24，愛媛県岩松川；松沼ほか（2016）「鹿児島市の川魚」，種子島；辻・松田（2016）南予生物18:1-25，愛媛県八幡浜市；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；荒尾ほか（2020）神奈川自然誌資料41:61-70，東京湾；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；本村ほか（2020）「高尾野川河口の生きもの」；Hanahara et al (2020) Ichthyol Res doi:10.1007/s10228-020-00769-z，沖縄島北部（仔稚魚）；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；中川ほか（2021）Nat Kagoshima 47:373-379，鹿児島湾北部霧島市；荒尾ほか（2021）神奈川県自然誌資料42:159-166，東京湾谷津干潟；Itsukushima & Kano (2021) Biodivers Data J 9:367168，千葉県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；辻・松田（2021）南予生物20:12-33，愛媛県肱川水系；鎗田（2021）南紀生物63:207-210，和歌山県田並川；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）；金子ほか（2022）茨城県自然博物館研究報告25:27-40，茨城県久慈川；山崎ほか（2022）茨城県自然博物館研究報告25:79-94，茨城県；古橋ほか（2023）Ichthy, Nat Hist Fish Jpn 29:20-33，屋久島；樋之口ほか（2023）「錦江湾奥　干潟の生き物図鑑」，鹿児島湾；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；岡村ほか（2023）Ichthy, Nat Hist Fish Jpn 35:20-27，高知県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；片寄ほか（2024）日本水産学会誌90:115-124，岩手県南部（仔稚魚）；星野（2024）中津干潟の魚類in中津干潟レポート2023，大分県中津市；樋之口ほか（2024）「錦江湾奥　干潟の生き物図鑑 改訂版」，鹿児島湾北部；金子ほか（2024）茨城県自然博物館研究報告27:77-88，茨城県；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾
",Himehaze
316,ハゼ科,Gobiidae,クロヒメハゼ,Favonigobius melanobranchus (Fowler 1934),"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；百瀬（2022）Ichthy, Nat Hist Fish Jpn 19:8-18，加計呂麻島；百瀬（2024）Ichthy, Nat Hist Fish Jpn 45:19-45，奄美大島，沖縄島
",Kurohimehaze
316,ハゼ科,Gobiidae,ツマジロヒメハゼ,Favonigobius opalescens (Herre 1936),"
百瀬（2024）Ichthy, Nat Hist Fish Jpn 45:19-45，石垣島
",Tsumajirohimehaze
316,ハゼ科,Gobiidae,ミナミヒメハゼ,Favonigobius reichei (Bleeker 1854),"
北原（2008）南紀生物50:85-90，伊豆半島青野川河口；平嶋・丸山（2012）南紀生物54:24-30，和歌山県和歌川河口；山川・瀬能（2016）神奈川自然誌資料37:44-52，相模湾；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；平嶋（2018）和歌山県立自然博物館だより36(4):8，和歌山県；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；山川ほか（2018）神奈川県立博物館研究報告47:35-57，千葉県初記録・東限記録；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；村瀬ほか（2019）「門川の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；Inoue et al (2020) Ichthyol Res doi:10.1007/s10228-020-00775-1，西表島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；百瀬（2022）Ichthy, Nat Hist Fish Jpn 19:8-18，加計呂麻島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；是枝ほか（2024）Ichthy, Nat Hist Fish Jpn 40:1-16，薩摩半島南部，種子島，屋久島，奄美大島，加計呂麻島，徳之島，沖縄島，石垣島，由布島，西表島，与那国島（分布：静岡県・和歌山県・高知県・大分県・薩摩半島・種子島・屋久島・奄美大島・加計呂麻島・徳之島・沖縄島・久米島・宮古島・伊良部島・石垣島・由布島・西表島・与那国島；ミナミヒメハゼの千葉県や神奈川県，長崎県，鹿児島湾からの記録はヒメハゼ属の一種の誤同定）；百瀬（2024）Ichthy, Nat Hist Fish Jpn 45:19-45，沖縄島
",Minamihimehaze
316,ハゼ科,Gobiidae,和名なし,"Favonigobius sp. 1 sensu Suzuki et al (2021)
Favonigobius sp. 4 sensu Suzuki et al (2021)
Favonigobius sp. A sensu Momose (2024)","
鈴木ほか（2021）「日本のハゼ」，西表島；百瀬（2022）Ichthy, Nat Hist Fish Jpn 19:8-18，加計呂麻島（分布記録：加計呂麻島・石垣島・西表島）；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；百瀬（2024）Ichthy, Nat Hist Fish Jpn 45:19-45，千葉県，沖縄島，鈴木ほか（2021）のF. sp. 1とF. sp. 4は同種で，これらをF. sp. Aとした；古橋ほか（2024）Ichthy, Nat Hist Fish Jpn 47:9-20，与那国島
",
316,ハゼ科,Gobiidae,和名なし,"Favonigobius sp. 3 sensu Suzuki et al (2021)
Favonigobius sp. C sensu Momose (2024)","
鈴木ほか（2021）「日本のハゼ」，奄美大島，西表島；赤池ほか（2021）Ichthy, Nat Hist Fish Jpn 13:18-35，沖永良部島；百瀬（2022）Ichthy, Nat Hist Fish Jpn 19:8-18，加計呂麻島（分布記録：奄美大島・加計呂麻島・沖永良部島・沖縄島・西表島）；百瀬（2024）Ichthy, Nat Hist Fish Jpn 45:19-45，千葉県，静岡県，和歌山県，屋我地島
",
316,ハゼ科,Gobiidae,和名なし,Favonigobius sp. B sensu Momose (2024),"
百瀬（2022）Ichthy, Nat Hist Fish Jpn 19:8-18，加計呂麻島（分布記録：加計呂麻島・沖縄島・石垣島・西表島・与那国島）；百瀬（2024）Ichthy, Nat Hist Fish Jpn 45:19-45，千葉県，静岡県，種子島，百瀬（2022）のF. sp. 2をF. sp. Bとした
",
